id,item_name,control_id,quantity,unit,supplier,location,stock_status,condition_status,remarks,laboratory,low_stock_threshold,created_at
465,Push Pin,N/A,1,box,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
466,Whiteboard Marker,N/A,5,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,5,2026-01-04 09:48:02.4158+00
467,Whiteboard Eraser,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
468,Chalk,N/A,1,box,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
469,Blackboard Eraser,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
470,Extension Cord,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
471,Flash Drive,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
472,External Hard Drive,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
473,SD Card,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
474,Card Reader,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
475,HDMI Cable,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
476,VGA Cable,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
477,Power Cable,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
478,USB Cable,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
479,Ethernet Cable,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
480,Audio Cable,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
481,Microphone,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
482,Speaker,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
483,Headphone,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
484,Webcam,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
485,Tripod,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
486,Camera,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
487,Lens,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
488,Battery,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
489,Charger,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
490,Memory Card,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
491,Bag,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
492,Case,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
493,Strap,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
494,Filter,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
495,Hood,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
496,Cap,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
497,Remote,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
498,Flash,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
499,Light,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
500,Background,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
501,Stand,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
502,Reflector,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
503,Umbrella,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
504,Softbox,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
505,Grid,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
506,Snoot,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
507,Barn Door,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
508,Gel,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
509,Gobo,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
510,Flag,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
511,Scrim,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
512,Silk,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
513,Frame,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
514,Clamp,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
515,Arm,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
516,Boom,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
517,C-Stand,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
518,Roller Stand,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
519,Light Stand,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
520,Background Support,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
521,Sandbag,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
522,Cable,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
523,Adapter,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
524,Converter,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
525,Splitter,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
526,Switch,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
527,Hub,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
528,Router,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
529,Modem,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
530,Access Point,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
531,Antenna,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
532,Repeater,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
533,Bridge,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
534,Gateway,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
535,Firewall,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
536,Server,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
537,Storage,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
538,Backup,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
539,UPS,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
540,PDU,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
541,Rack,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
542,Cabinet,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
543,Cooling,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
544,Monitoring,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
545,Security,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
546,Access Control,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
547,Surveillance,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
548,Alarm,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
549,Sensor,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
550,Detector,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
551,Controller,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
552,Actuator,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
553,Motor,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
554,Drive,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
555,Pump,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
556,Valve,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
557,Fan,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
558,Blower,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
559,Compressor,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
560,Heater,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
561,Chiller,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
562,Boiler,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
563,Heat Exchanger,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
564,Filter,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
565,Separator,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
566,Mixer,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
567,Agitator,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
568,Reactor,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
569,Vessel,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
570,Tank,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
571,Pipe,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
572,Tube,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
573,Hose,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
574,Fitting,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
575,Flange,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
576,Gasket,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
577,Bolt,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
578,Nut,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
579,Washer,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
580,Screw,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
581,Nail,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
582,Rivet,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
583,Pin,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
584,Key,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
585,Spring,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
586,Bearing,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
587,Gear,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
588,Belt,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
589,Chain,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
590,Rope,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
591,Wire,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
592,Cable,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
593,Insulator,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
594,Conductor,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
595,Semiconductor,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
596,Resistor,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
597,Capacitor,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
598,Inductor,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
599,Transformer,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
600,Diode,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
601,Transistor,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
602,Integrated Circuit,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
603,Microcontroller,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
604,Microprocessor,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
605,Memory,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
606,Display,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
607,Touchscreen,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
608,Keyboard,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
609,Keypad,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
610,Mouse,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
611,Trackball,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
612,Joystick,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
613,Gamepad,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
614,Remote Control,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
615,Scanner,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
616,Camera,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
617,Microphone,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
618,Speaker,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
619,Printer,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
620,Plotter,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
621,3D Printer,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
622,CNC Machine,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
623,Laser Cutter,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
624,Robot,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
625,Drone,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
626,Vehicle,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
627,Satellite,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
628,Spacecraft,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
629,Telescope,N/A,1,pcs,N/A,Civil Engineering Laboratory,In Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
630,Microscope,Micro-001,1,pcs,N/A,Civil Engineering Laboratory,Low Stock,Available,,Civil Engineering Laboratory,1,2026-01-04 09:48:02.4158+00
